index,y
2020-01-09 13:19:48.746872,-0.99
2020-01-09 13:19:48.801576,-1.0
2020-01-09 13:19:48.851622,-1.0
2020-01-09 13:19:48.906607,-0.98
2020-01-09 13:19:48.956618,-0.95
2020-01-09 13:19:49.007016,-0.92
2020-01-09 13:19:49.061860,-0.87
2020-01-09 13:19:49.116640,-0.81
2020-01-09 13:19:49.171566,-0.74
2020-01-09 13:19:49.221567,-0.67
2020-01-09 13:19:49.271741,-0.59
2020-01-09 13:19:49.326727,-0.5
2020-01-09 13:19:49.381666,-0.4
2020-01-09 13:19:49.436647,-0.3
2020-01-09 13:19:49.491580,-0.19
2020-01-09 13:19:49.541899,-0.09
2020-01-09 13:19:49.596522,0.02
2020-01-09 13:19:49.650500,0.12
2020-01-09 13:19:49.701428,0.23
2020-01-09 13:19:49.751512,0.32
2020-01-09 13:19:49.801601,0.42
2020-01-09 13:19:49.856443,0.51
2020-01-09 13:19:49.911442,0.6
2020-01-09 13:19:49.961471,0.68
2020-01-09 13:19:50.011542,0.75
2020-01-09 13:19:50.061744,0.81
2020-01-09 13:19:50.116900,0.87
2020-01-09 13:19:50.171462,0.92
2020-01-09 13:19:50.226437,0.96
2020-01-09 13:19:50.281420,0.98
2020-01-09 13:19:50.331882,1.0
2020-01-09 13:19:50.386508,1.0
2020-01-09 13:19:50.441481,0.99
2020-01-09 13:19:50.491508,0.97
2020-01-09 13:19:50.541638,0.94
2020-01-09 13:19:50.591670,0.91
2020-01-09 13:19:50.641776,0.86
2020-01-09 13:19:50.696795,0.8
2020-01-09 13:19:50.751756,0.73
2020-01-09 13:19:50.806523,0.65
2020-01-09 13:19:50.856756,0.57
2020-01-09 13:19:50.911658,0.47
2020-01-09 13:19:50.962224,0.38
2020-01-09 13:19:51.016511,0.28
2020-01-09 13:19:51.066515,0.18
2020-01-09 13:19:51.116886,0.08
2020-01-09 13:19:51.171629,-0.03
2020-01-09 13:19:51.226728,-0.14
2020-01-09 13:19:51.281615,-0.25
2020-01-09 13:19:51.336500,-0.35
2020-01-09 13:19:51.403620,-0.43
2020-01-09 13:19:51.453803,-0.51
2020-01-09 13:19:51.506210,-0.62
2020-01-09 13:19:51.556264,-0.69
2020-01-09 13:19:51.606443,-0.78
2020-01-09 13:19:51.681078,-0.83
2020-01-09 13:19:51.731644,-0.91
2020-01-09 13:19:51.781664,-0.95
2020-01-09 13:19:51.960257,-0.97
2020-01-09 13:19:52.016066,-1.0
2020-01-09 13:19:52.066604,-0.97
2020-01-09 13:19:52.116614,-0.94
2020-01-09 13:19:52.166698,-0.9
2020-01-09 13:19:52.221524,-0.85
2020-01-09 13:19:52.276561,-0.79
2020-01-09 13:19:52.326622,-0.72
2020-01-09 13:19:52.376680,-0.65
2020-01-09 13:19:52.426771,-0.57
2020-01-09 13:19:52.481488,-0.47
2020-01-09 13:19:52.531576,-0.38
2020-01-09 13:19:52.586760,-0.28
2020-01-09 13:19:52.641690,-0.17
2020-01-09 13:19:52.696495,-0.06
2020-01-09 13:19:52.751445,0.05
2020-01-09 13:19:52.801457,0.15
2020-01-09 13:19:52.851611,0.24
2020-01-09 13:19:52.906433,0.35
2020-01-09 13:19:52.961381,0.45
2020-01-09 13:19:53.011451,0.54
2020-01-09 13:19:53.066400,0.63
2020-01-09 13:19:53.116590,0.7
2020-01-09 13:19:53.171459,0.78
2020-01-09 13:19:53.226405,0.84
2020-01-09 13:19:53.281378,0.89
2020-01-09 13:19:53.331411,0.93
2020-01-09 13:19:53.381638,0.97
2020-01-09 13:19:53.436451,0.99
2020-01-09 13:19:53.486493,1.0
2020-01-09 13:19:53.541460,1.0
2020-01-09 13:19:53.596414,0.99
2020-01-09 13:19:53.646550,0.96
2020-01-09 13:19:53.701765,0.93
2020-01-09 13:19:53.756477,0.88
2020-01-09 13:19:53.811427,0.83
2020-01-09 13:19:53.866401,0.76
2020-01-09 13:19:53.921596,0.68
2020-01-09 13:19:53.976695,0.6
2020-01-09 13:19:54.031396,0.51
2020-01-09 13:19:54.086354,0.41
2020-01-09 13:19:54.136356,0.32
2020-01-09 13:19:54.186397,0.22
2020-01-09 13:19:54.236427,0.12
2020-01-09 13:19:54.291415,0.01
2020-01-09 13:19:54.341491,-0.09
2020-01-09 13:19:54.396442,-0.19
2020-01-09 13:19:54.446496,-0.29
2020-01-09 13:19:54.496564,-0.39
2020-01-09 13:19:54.551528,-0.48
2020-01-09 13:19:54.601560,-0.57
2020-01-09 13:19:54.656692,-0.66
2020-01-09 13:19:54.711673,-0.74
2020-01-09 13:19:54.766660,-0.81
2020-01-09 13:19:54.821436,-0.87
2020-01-09 13:19:54.871472,-0.91
2020-01-09 13:19:54.926431,-0.95
2020-01-09 13:19:54.976495,-0.98
2020-01-09 13:19:55.026544,-0.99
2020-01-09 13:19:55.081492,-1.0
2020-01-09 13:19:55.136489,-0.99
2020-01-09 13:19:55.191482,-0.98
2020-01-09 13:19:55.246658,-0.95
2020-01-09 13:19:55.301605,-0.91
2020-01-09 13:19:55.351634,-0.86
2020-01-09 13:19:55.406467,-0.8
2020-01-09 13:19:55.461466,-0.73
2020-01-09 13:19:55.511471,-0.66
2020-01-09 13:19:55.561624,-0.58
2020-01-09 13:19:55.616475,-0.48
2020-01-09 13:19:55.671463,-0.39
2020-01-09 13:19:55.721487,-0.29
2020-01-09 13:19:55.776576,-0.18
2020-01-09 13:19:55.826636,-0.09
2020-01-09 13:19:55.881406,0.02
2020-01-09 13:19:55.931442,0.12
2020-01-09 13:19:55.986360,0.23
2020-01-09 13:19:56.036434,0.33
2020-01-09 13:19:56.091376,0.43
2020-01-09 13:19:56.141436,0.52
2020-01-09 13:19:56.196406,0.61
2020-01-09 13:19:56.251383,0.69
2020-01-09 13:19:56.306370,0.77
2020-01-09 13:19:56.356401,0.83
2020-01-09 13:19:56.412125,0.88
2020-01-09 13:19:56.466395,0.93
2020-01-09 13:19:56.521384,0.96
2020-01-09 13:19:56.576454,0.99
2020-01-09 13:19:56.631452,1.0
2020-01-09 13:19:56.681458,1.0
2020-01-09 13:19:56.736538,0.99
2020-01-09 13:19:56.791552,0.96
2020-01-09 13:19:56.846404,0.93
2020-01-09 13:19:56.896481,0.88
2020-01-09 13:19:56.951339,0.83
2020-01-09 13:19:57.001639,0.77
2020-01-09 13:19:57.056371,0.69
2020-01-09 13:19:57.108554,0.62
2020-01-09 13:19:57.162066,0.53
2020-01-09 13:19:57.216522,0.43
2020-01-09 13:19:57.271369,0.33
2020-01-09 13:19:57.326349,0.22
2020-01-09 13:19:57.381356,0.12
2020-01-09 13:19:57.431425,0.02
2020-01-09 13:19:57.481613,-0.08
2020-01-09 13:19:57.536413,-0.19
2020-01-09 13:19:57.586457,-0.29
2020-01-09 13:19:57.641474,-0.39
2020-01-09 13:19:57.698210,-0.49
2020-01-09 13:19:57.751417,-0.58
2020-01-09 13:19:57.801510,-0.66
2020-01-09 13:19:57.856424,-0.74
2020-01-09 13:19:57.911473,-0.81
2020-01-09 13:19:57.961844,-0.86
2020-01-09 13:19:58.016453,-0.91
2020-01-09 13:19:58.071459,-0.95
2020-01-09 13:19:58.126482,-0.98
2020-01-09 13:19:58.176669,-1.0
2020-01-09 13:19:58.226928,-1.0
2020-01-09 13:19:58.282213,-0.99
2020-01-09 13:19:58.336405,-0.98
2020-01-09 13:19:58.391449,-0.95
2020-01-09 13:19:58.441468,-0.91
2020-01-09 13:19:58.491483,-0.86
2020-01-09 13:19:58.546454,-0.8
2020-01-09 13:19:58.601396,-0.73
2020-01-09 13:19:58.651496,-0.66
2020-01-09 13:19:58.706439,-0.57
2020-01-09 13:19:58.756484,-0.49
2020-01-09 13:19:58.811684,-0.39
2020-01-09 13:19:58.866456,-0.29
2020-01-09 13:19:58.921530,-0.18
2020-01-09 13:19:58.976496,-0.07
2020-01-09 13:19:59.031409,0.04
2020-01-09 13:19:59.081462,0.14
2020-01-09 13:19:59.131704,0.24
2020-01-09 13:19:59.186368,0.34
2020-01-09 13:19:59.241315,0.44
2020-01-09 13:19:59.291331,0.53
2020-01-09 13:19:59.341373,0.61
2020-01-09 13:19:59.396363,0.7
2020-01-09 13:19:59.446409,0.76
2020-01-09 13:19:59.497494,0.82
2020-01-09 13:19:59.551322,0.88
2020-01-09 13:19:59.601593,0.92
2020-01-09 13:19:59.656311,0.96
2020-01-09 13:19:59.706405,0.98
2020-01-09 13:19:59.756434,1.0
2020-01-09 13:19:59.811292,1.0
2020-01-09 13:19:59.861566,0.99
2020-01-09 13:19:59.916337,0.97
2020-01-09 13:19:59.971319,0.94
2020-01-09 13:20:00.023605,0.91
2020-01-09 13:20:00.076486,0.85
2020-01-09 13:20:00.131546,0.79
2020-01-09 13:20:00.186323,0.71
2020-01-09 13:20:00.241384,0.63
2020-01-09 13:20:00.296556,0.54
2020-01-09 13:20:00.351633,0.45
2020-01-09 13:20:00.406286,0.35
2020-01-09 13:20:00.456319,0.25
2020-01-09 13:20:00.511335,0.14
2020-01-09 13:20:00.566258,0.03
2020-01-09 13:20:00.616470,-0.07
2020-01-09 13:20:00.671570,-0.18
2020-01-09 13:20:00.726384,-0.28
2020-01-09 13:20:00.781334,-0.39
2020-01-09 13:20:00.831364,-0.48
2020-01-09 13:20:00.881404,-0.56
2020-01-09 13:20:00.931409,-0.64
2020-01-09 13:20:00.986361,-0.72
2020-01-09 13:20:01.036374,-0.79
2020-01-09 13:20:01.091355,-0.85
2020-01-09 13:20:01.141393,-0.9
2020-01-09 13:20:01.196424,-0.94
2020-01-09 13:20:01.251383,-0.97
2020-01-09 13:20:01.306374,-0.99
2020-01-09 13:20:01.361357,-1.0
2020-01-09 13:20:01.416473,-1.0
2020-01-09 13:20:01.471319,-0.98
2020-01-09 13:20:01.521374,-0.95
2020-01-09 13:20:01.576366,-0.92
2020-01-09 13:20:01.626431,-0.87
2020-01-09 13:20:01.681501,-0.81
2020-01-09 13:20:01.736371,-0.74
2020-01-09 13:20:01.791363,-0.66
2020-01-09 13:20:01.846405,-0.58
2020-01-09 13:20:01.896489,-0.49
2020-01-09 13:20:01.946492,-0.4
2020-01-09 13:20:02.001508,-0.3
2020-01-09 13:20:02.056405,-0.2
2020-01-09 13:20:02.111381,-0.09
2020-01-09 13:20:02.166277,0.02
2020-01-09 13:20:02.221237,0.13
2020-01-09 13:20:02.271250,0.23
2020-01-09 13:20:02.326277,0.34
2020-01-09 13:20:02.381234,0.44
2020-01-09 13:20:02.431253,0.53
2020-01-09 13:20:02.481347,0.61
2020-01-09 13:20:02.531873,0.68
2020-01-09 13:20:02.586265,0.76
2020-01-09 13:20:02.641359,0.83
2020-01-09 13:20:02.696266,0.88
2020-01-09 13:20:02.751361,0.93
2020-01-09 13:20:02.806321,0.96
2020-01-09 13:20:02.856366,0.99
2020-01-09 13:20:02.911238,1.0
2020-01-09 13:20:02.961405,1.0
2020-01-09 13:20:03.016456,0.99
2020-01-09 13:20:03.071299,0.97
2020-01-09 13:20:03.121387,0.94
2020-01-09 13:20:03.171400,0.9
2020-01-09 13:20:03.226272,0.84
2020-01-09 13:20:03.276612,0.78
2020-01-09 13:20:03.331377,0.71
2020-01-09 13:20:03.381395,0.64
2020-01-09 13:20:03.436191,0.55
2020-01-09 13:20:03.491241,0.45
2020-01-09 13:20:03.541274,0.36
2020-01-09 13:20:03.591280,0.27
2020-01-09 13:20:03.641443,0.17
2020-01-09 13:20:03.696320,0.06
2020-01-09 13:20:03.746328,-0.04
2020-01-09 13:20:03.796352,-0.14
2020-01-09 13:20:03.846390,-0.24
2020-01-09 13:20:03.901347,-0.34
2020-01-09 13:20:03.956361,-0.44
2020-01-09 13:20:04.006387,-0.53
2020-01-09 13:20:04.056857,-0.61
2020-01-09 13:20:04.111391,-0.7
2020-01-09 13:20:04.166340,-0.77
2020-01-09 13:20:04.221365,-0.84
2020-01-09 13:20:04.276364,-0.89
2020-01-09 13:20:04.331396,-0.94
2020-01-09 13:20:04.381417,-0.97
2020-01-09 13:20:04.436306,-0.99
2020-01-09 13:20:04.486319,-1.0
2020-01-09 13:20:04.541349,-1.0
2020-01-09 13:20:04.596314,-0.99
2020-01-09 13:20:04.646357,-0.96
2020-01-09 13:20:04.701349,-0.93
2020-01-09 13:20:04.756294,-0.88
2020-01-09 13:20:04.811320,-0.83
2020-01-09 13:20:04.861379,-0.77
2020-01-09 13:20:04.911555,-0.7
2020-01-09 13:20:04.966331,-0.62
2020-01-09 13:20:05.021312,-0.53
2020-01-09 13:20:05.076343,-0.43
2020-01-09 13:20:05.126387,-0.34
2020-01-09 13:20:05.176426,-0.24
2020-01-09 13:20:05.231369,-0.13
2020-01-09 13:20:05.286278,-0.02
2020-01-09 13:20:05.341232,0.09
2020-01-09 13:20:05.396241,0.2
2020-01-09 13:20:05.446298,0.29
2020-01-09 13:20:05.501218,0.4
2020-01-09 13:20:05.556248,0.49
2020-01-09 13:20:05.611219,0.59
2020-01-09 13:20:05.661243,0.66
2020-01-09 13:20:05.711614,0.74
2020-01-09 13:20:05.766226,0.81
2020-01-09 13:20:05.816318,0.86
2020-01-09 13:20:05.871200,0.91
2020-01-09 13:20:05.921212,0.95
2020-01-09 13:20:05.971243,0.97
2020-01-09 13:20:06.021247,0.99
2020-01-09 13:20:06.076327,1.0
2020-01-09 13:20:06.131218,1.0
2020-01-09 13:20:06.181233,0.98
2020-01-09 13:20:06.231240,0.96
2020-01-09 13:20:06.286178,0.92
2020-01-09 13:20:06.341191,0.87
2020-01-09 13:20:06.391451,0.82
2020-01-09 13:20:06.446180,0.75
2020-01-09 13:20:06.496221,0.68
2020-01-09 13:20:06.551220,0.59
2020-01-09 13:20:06.606169,0.5
2020-01-09 13:20:06.656218,0.41
2020-01-09 13:20:06.706286,0.32
2020-01-09 13:20:06.761569,0.21
2020-01-09 13:20:06.816171,0.11
2020-01-09 13:20:06.866174,0.01
2020-01-09 13:20:06.916247,-0.09
2020-01-09 13:20:06.966360,-0.19
2020-01-09 13:20:07.016413,-0.29
2020-01-09 13:20:07.071290,-0.39
2020-01-09 13:20:07.126267,-0.49
2020-01-09 13:20:07.176355,-0.58
2020-01-09 13:20:07.226409,-0.65
2020-01-09 13:20:07.281359,-0.73
2020-01-09 13:20:07.336326,-0.8
2020-01-09 13:20:07.386389,-0.86
2020-01-09 13:20:07.441340,-0.91
2020-01-09 13:20:07.496318,-0.95
2020-01-09 13:20:07.551259,-0.98
2020-01-09 13:20:07.601261,-0.99
2020-01-09 13:20:07.656297,-1.0
2020-01-09 13:20:07.711298,-0.99
2020-01-09 13:20:07.761310,-0.98
2020-01-09 13:20:07.811698,-0.95
2020-01-09 13:20:07.866315,-0.91
2020-01-09 13:20:07.921225,-0.86
2020-01-09 13:20:07.976437,-0.8
2020-01-09 13:20:08.031259,-0.73
2020-01-09 13:20:08.081301,-0.66
2020-01-09 13:20:08.136297,-0.57
2020-01-09 13:20:08.191276,-0.48
2020-01-09 13:20:08.246298,-0.38
2020-01-09 13:20:08.301420,-0.28
2020-01-09 13:20:08.356244,-0.17
2020-01-09 13:20:08.406281,-0.07
2020-01-09 13:20:08.461171,0.04
2020-01-09 13:20:08.516183,0.15
2020-01-09 13:20:08.566224,0.25
2020-01-09 13:20:08.621200,0.35
2020-01-09 13:20:08.676175,0.45
2020-01-09 13:20:08.726219,0.54
2020-01-09 13:20:08.776295,0.62
2020-01-09 13:20:08.831173,0.7
2020-01-09 13:20:08.881251,0.77
2020-01-09 13:20:08.936148,0.84
2020-01-09 13:20:08.986168,0.89
2020-01-09 13:20:09.036184,0.93
2020-01-09 13:20:09.086681,0.96
2020-01-09 13:20:09.141143,0.99
2020-01-09 13:20:09.191222,1.0
2020-01-09 13:20:09.246189,1.0
2020-01-09 13:20:09.296209,0.99
2020-01-09 13:20:09.346295,0.97
2020-01-09 13:20:09.396786,0.94
2020-01-09 13:20:09.451210,0.9
2020-01-09 13:20:09.506190,0.85
2020-01-09 13:20:09.561231,0.79
2020-01-09 13:20:09.611246,0.72
2020-01-09 13:20:09.661931,0.65
2020-01-09 13:20:09.716185,0.56
2020-01-09 13:20:09.766215,0.47
2020-01-09 13:20:09.821214,0.37
2020-01-09 13:20:09.871243,0.28
2020-01-09 13:20:09.926209,0.17
2020-01-09 13:20:09.976403,0.07
2020-01-09 13:20:10.031289,-0.04
2020-01-09 13:20:10.086238,-0.15
2020-01-09 13:20:10.141307,-0.25
2020-01-09 13:20:10.196285,-0.36
2020-01-09 13:20:10.251217,-0.46
2020-01-09 13:20:10.301233,-0.54
2020-01-09 13:20:10.356242,-0.63
2020-01-09 13:20:10.406244,-0.71
2020-01-09 13:20:10.456400,-0.77
2020-01-09 13:20:10.511244,-0.84
2020-01-09 13:20:10.561317,-0.89
2020-01-09 13:20:10.616213,-0.93
2020-01-09 13:20:10.666416,-0.97
2020-01-09 13:20:10.721242,-0.99
2020-01-09 13:20:10.772346,-1.0
2020-01-09 13:20:10.826387,-1.0
2020-01-09 13:20:10.881254,-0.99
2020-01-09 13:20:10.931357,-0.97
2020-01-09 13:20:10.986532,-0.93
2020-01-09 13:20:11.041271,-0.88
2020-01-09 13:20:11.096263,-0.83
2020-01-09 13:20:11.146282,-0.77
2020-01-09 13:20:11.196283,-0.7
2020-01-09 13:20:11.246335,-0.63
2020-01-09 13:20:11.296529,-0.54
2020-01-09 13:20:11.351317,-0.45
2020-01-09 13:20:11.406298,-0.35
2020-01-09 13:20:11.456430,-0.25
2020-01-09 13:20:11.511980,-0.15
2020-01-09 13:20:11.566228,-0.04
2020-01-09 13:20:11.621176,0.07
2020-01-09 13:20:11.676242,0.18
2020-01-09 13:20:11.731175,0.29
2020-01-09 13:20:11.781200,0.38
2020-01-09 13:20:11.836174,0.48
2020-01-09 13:20:11.891122,0.58
2020-01-09 13:20:11.946238,0.66
2020-01-09 13:20:12.001482,0.74
2020-01-09 13:20:12.056132,0.81
2020-01-09 13:20:12.106141,0.86
2020-01-09 13:20:12.161130,0.91
2020-01-09 13:20:12.211160,0.95
2020-01-09 13:20:12.266096,0.98
2020-01-09 13:20:12.316114,0.99
2020-01-09 13:20:12.371122,1.0
2020-01-09 13:20:12.422562,0.99
2020-01-09 13:20:12.476165,0.98
2020-01-09 13:20:12.526568,0.95
2020-01-09 13:20:12.581289,0.91
2020-01-09 13:20:12.636121,0.86
2020-01-09 13:20:12.686141,0.81
2020-01-09 13:20:12.736233,0.74
2020-01-09 13:20:12.791244,0.67
2020-01-09 13:20:12.846071,0.58
