index,y
2020-01-07 08:24:29.987892,0.88
2020-01-07 08:24:30.037910,0.83
2020-01-07 08:24:30.087974,0.77
2020-01-07 08:24:30.143146,0.7
2020-01-07 08:24:30.198092,0.61
2020-01-07 08:24:30.252932,0.52
2020-01-07 08:24:30.307925,0.43
2020-01-07 08:24:30.362913,0.33
2020-01-07 08:24:30.418118,0.22
2020-01-07 08:24:30.478972,0.12
2020-01-07 08:24:30.532949,-0.01
2020-01-07 08:24:30.582998,-0.11
2020-01-07 08:24:30.638116,-0.22
2020-01-07 08:24:30.693216,-0.32
2020-01-07 08:24:30.748146,-0.43
2020-01-07 08:24:30.803053,-0.52
2020-01-07 08:24:30.857965,-0.61
2020-01-07 08:24:30.907975,-0.69
2020-01-07 08:24:30.957997,-0.76
2020-01-07 08:24:31.013976,-0.82
2020-01-07 08:24:31.068031,-0.88
2020-01-07 08:24:31.123009,-0.93
2020-01-07 08:24:31.173082,-0.96
2020-01-07 08:24:31.223134,-0.98
2020-01-07 08:24:31.278039,-1.0
2020-01-07 08:24:31.328496,-1.0
2020-01-07 08:24:31.382997,-0.99
2020-01-07 08:24:31.433003,-0.97
2020-01-07 08:24:31.487984,-0.94
2020-01-07 08:24:31.538075,-0.9
2020-01-07 08:24:31.593121,-0.85
2020-01-07 08:24:31.648007,-0.78
2020-01-07 08:24:31.703025,-0.71
2020-01-07 08:24:31.758011,-0.63
2020-01-07 08:24:31.813018,-0.54
2020-01-07 08:24:31.863038,-0.45
2020-01-07 08:24:31.917996,-0.35
2020-01-07 08:24:31.973018,-0.25
2020-01-07 08:24:32.027984,-0.14
2020-01-07 08:24:32.078009,-0.04
2020-01-07 08:24:32.128157,0.06
2020-01-07 08:24:32.182895,0.17
2020-01-07 08:24:32.237976,0.28
2020-01-07 08:24:32.292909,0.38
2020-01-07 08:24:32.347980,0.48
2020-01-07 08:24:32.398008,0.57
2020-01-07 08:24:32.452875,0.65
2020-01-07 08:24:32.502907,0.72
2020-01-07 08:24:32.557902,0.8
2020-01-07 08:24:32.607941,0.85
2020-01-07 08:24:32.657998,0.9
2020-01-07 08:24:32.712942,0.94
2020-01-07 08:24:32.767875,0.97
2020-01-07 08:24:32.822881,0.99
2020-01-07 08:24:32.873209,1.0
2020-01-07 08:24:32.927894,1.0
2020-01-07 08:24:32.982861,0.98
2020-01-07 08:24:33.037907,0.95
2020-01-07 08:24:33.087913,0.92
2020-01-07 08:24:33.137962,0.87
2020-01-07 08:24:33.193008,0.81
2020-01-07 08:24:33.247831,0.74
2020-01-07 08:24:33.297854,0.67
2020-01-07 08:24:33.347862,0.6
2020-01-07 08:24:33.397870,0.51
2020-01-07 08:24:33.447907,0.42
2020-01-07 08:24:33.497919,0.33
2020-01-07 08:24:33.548188,0.24
2020-01-07 08:24:33.603232,0.13
2020-01-07 08:24:33.659342,0.02
2020-01-07 08:24:33.725504,-0.01
2020-01-07 08:24:33.778196,-0.11
2020-01-07 08:24:33.830446,-0.17
2020-01-07 08:24:33.888559,-0.18
2020-01-07 08:24:33.938757,-0.45
2020-01-07 08:24:33.993063,-0.61
2020-01-07 08:24:34.089160,-0.67
2020-01-07 08:24:34.143040,-0.81
2020-01-07 08:24:34.194023,-0.87
2020-01-07 08:24:34.251419,-0.91
2020-01-07 08:24:34.308791,-0.91
2020-01-07 08:24:34.363006,-0.98
2020-01-07 08:24:34.417349,-1.0
2020-01-07 08:24:34.467991,-1.0
2020-01-07 08:24:34.518128,-0.99
2020-01-07 08:24:34.570316,-0.98
2020-01-07 08:24:34.621618,-0.95
2020-01-07 08:24:34.675897,-0.95
2020-01-07 08:24:34.728114,-0.86
2020-01-07 08:24:34.783159,-0.79
2020-01-07 08:24:34.838618,-0.72
2020-01-07 08:24:34.892966,-0.63
2020-01-07 08:24:34.943148,-0.55
2020-01-07 08:24:35.012201,-0.49
2020-01-07 08:24:35.062993,-0.34
2020-01-07 08:24:35.113183,-0.24
2020-01-07 08:24:35.168005,-0.14
2020-01-07 08:24:35.222961,-0.03
2020-01-07 08:24:35.278353,0.08
2020-01-07 08:24:35.334540,0.19
2020-01-07 08:24:35.387949,0.3
2020-01-07 08:24:35.442852,0.4
2020-01-07 08:24:35.492962,0.49
2020-01-07 08:24:35.543010,0.58
2020-01-07 08:24:35.597895,0.66
2020-01-07 08:24:35.647926,0.73
2020-01-07 08:24:35.697969,0.8
2020-01-07 08:24:35.753177,0.86
2020-01-07 08:24:35.807875,0.91
2020-01-07 08:24:35.858187,0.95
2020-01-07 08:24:35.912896,0.98
2020-01-07 08:24:35.965518,0.99
2020-01-07 08:24:36.020309,1.0
2020-01-07 08:24:36.072956,0.99
2020-01-07 08:24:36.123990,0.98
2020-01-07 08:24:36.178059,0.95
2020-01-07 08:24:36.232846,0.91
2020-01-07 08:24:36.287856,0.86
2020-01-07 08:24:36.342851,0.8
2020-01-07 08:24:36.392854,0.74
2020-01-07 08:24:36.442940,0.66
2020-01-07 08:24:36.492982,0.59
2020-01-07 08:24:36.547939,0.49
2020-01-07 08:24:36.602883,0.39
2020-01-07 08:24:36.652979,0.3
2020-01-07 08:24:36.707920,0.19
2020-01-07 08:24:36.762952,0.09
2020-01-07 08:24:36.812994,-0.01
2020-01-07 08:24:36.863297,-0.11
2020-01-07 08:24:36.918022,-0.22
2020-01-07 08:24:36.972888,-0.33
2020-01-07 08:24:37.023033,-0.42
2020-01-07 08:24:37.077934,-0.52
2020-01-07 08:24:37.128007,-0.6
2020-01-07 08:24:37.178068,-0.68
2020-01-07 08:24:37.232945,-0.75
2020-01-07 08:24:37.282951,-0.82
2020-01-07 08:24:37.333065,-0.87
2020-01-07 08:24:37.387934,-0.92
2020-01-07 08:24:37.438742,-0.95
2020-01-07 08:24:37.493213,-0.98
2020-01-07 08:24:37.548522,-1.0
2020-01-07 08:24:37.602947,-1.0
2020-01-07 08:24:37.657897,-0.99
2020-01-07 08:24:37.708009,-0.97
2020-01-07 08:24:37.762898,-0.94
2020-01-07 08:24:37.817978,-0.9
2020-01-07 08:24:37.872891,-0.84
2020-01-07 08:24:37.923455,-0.79
2020-01-07 08:24:37.977934,-0.71
2020-01-07 08:24:38.032938,-0.63
2020-01-07 08:24:38.087910,-0.54
2020-01-07 08:24:38.142877,-0.45
2020-01-07 08:24:38.192888,-0.36
2020-01-07 08:24:38.243327,-0.26
2020-01-07 08:24:38.297901,-0.15
2020-01-07 08:24:38.352908,-0.04
2020-01-07 08:24:38.407794,0.07
2020-01-07 08:24:38.457805,0.17
2020-01-07 08:24:38.507864,0.26
2020-01-07 08:24:38.562770,0.37
2020-01-07 08:24:38.613012,0.46
2020-01-07 08:24:38.667830,0.55
2020-01-07 08:24:38.722811,0.64
2020-01-07 08:24:38.772824,0.72
2020-01-07 08:24:38.827819,0.79
2020-01-07 08:24:38.877896,0.85
2020-01-07 08:24:38.932799,0.9
2020-01-07 08:24:38.982830,0.94
2020-01-07 08:24:39.032845,0.97
2020-01-07 08:24:39.082956,0.99
2020-01-07 08:24:39.137911,1.0
2020-01-07 08:24:39.187948,1.0
2020-01-07 08:24:39.240633,0.99
2020-01-07 08:24:39.293294,0.96
2020-01-07 08:24:39.347902,0.93
2020-01-07 08:24:39.398147,0.89
2020-01-07 08:24:39.452824,0.83
2020-01-07 08:24:39.502904,0.77
2020-01-07 08:24:39.557824,0.7
2020-01-07 08:24:39.608675,0.62
2020-01-07 08:24:39.662035,0.56
2020-01-07 08:24:39.712970,0.45
2020-01-07 08:24:39.763022,0.35
2020-01-07 08:24:39.817872,0.25
2020-01-07 08:24:39.872902,0.14
2020-01-07 08:24:39.927814,0.03
2020-01-07 08:24:39.977856,-0.07
2020-01-07 08:24:40.027891,-0.17
2020-01-07 08:24:40.077965,-0.26
2020-01-07 08:24:40.132819,-0.37
2020-01-07 08:24:40.182945,-0.46
2020-01-07 08:24:40.237925,-0.55
2020-01-07 08:24:40.287967,-0.64
2020-01-07 08:24:40.342923,-0.72
2020-01-07 08:24:40.397867,-0.79
2020-01-07 08:24:40.452835,-0.85
2020-01-07 08:24:40.502891,-0.9
2020-01-07 08:24:40.557844,-0.94
2020-01-07 08:24:40.607956,-0.97
2020-01-07 08:24:40.662889,-0.99
2020-01-07 08:24:40.717831,-1.0
2020-01-07 08:24:40.767896,-1.0
2020-01-07 08:24:40.822910,-0.98
2020-01-07 08:24:40.873555,-0.96
2020-01-07 08:24:40.930130,-0.95
2020-01-07 08:24:40.984067,-0.87
2020-01-07 08:24:41.041204,-0.81
2020-01-07 08:24:41.092840,-0.75
2020-01-07 08:24:41.142968,-0.68
2020-01-07 08:24:41.194076,-0.61
2020-01-07 08:24:41.247862,-0.51
2020-01-07 08:24:41.297873,-0.42
2020-01-07 08:24:41.347889,-0.33
2020-01-07 08:24:41.397945,-0.23
2020-01-07 08:24:41.448727,-0.14
2020-01-07 08:24:41.503837,-0.02
2020-01-07 08:24:41.557767,0.09
2020-01-07 08:24:41.607777,0.19
2020-01-07 08:24:41.658025,0.29
2020-01-07 08:24:41.712936,0.39
2020-01-07 08:24:41.762989,0.48
2020-01-07 08:24:41.817871,0.57
2020-01-07 08:24:41.872733,0.66
2020-01-07 08:24:41.922851,0.73
2020-01-07 08:24:41.977793,0.8
2020-01-07 08:24:42.027802,0.86
2020-01-07 08:24:42.082738,0.91
2020-01-07 08:24:42.132745,0.95
2020-01-07 08:24:42.182992,0.97
2020-01-07 08:24:42.239025,0.99
2020-01-07 08:24:42.292736,1.0
2020-01-07 08:24:42.347738,1.0
2020-01-07 08:24:42.402711,0.98
2020-01-07 08:24:42.452735,0.95
2020-01-07 08:24:42.503607,0.92
2020-01-07 08:24:42.557765,0.87
2020-01-07 08:24:42.607781,0.81
2020-01-07 08:24:42.662746,0.74
2020-01-07 08:24:42.712858,0.67
2020-01-07 08:24:42.767921,0.59
2020-01-07 08:24:42.822719,0.5
2020-01-07 08:24:42.872723,0.41
2020-01-07 08:24:42.922777,0.31
2020-01-07 08:24:42.972796,0.22
2020-01-07 08:24:43.023258,0.12
2020-01-07 08:24:43.077713,0.01
2020-01-07 08:24:43.127877,-0.09
2020-01-07 08:24:43.182889,-0.2
2020-01-07 08:24:43.238159,-0.31
2020-01-07 08:24:43.293289,-0.41
2020-01-07 08:24:43.347891,-0.51
2020-01-07 08:24:43.397893,-0.59
2020-01-07 08:24:43.452937,-0.68
2020-01-07 08:24:43.507885,-0.75
2020-01-07 08:24:43.557938,-0.81
2020-01-07 08:24:43.612862,-0.87
2020-01-07 08:24:43.667850,-0.92
2020-01-07 08:24:43.722782,-0.96
2020-01-07 08:24:43.773091,-0.98
2020-01-07 08:24:43.823573,-1.0
2020-01-07 08:24:43.877791,-1.0
2020-01-07 08:24:43.927824,-0.99
2020-01-07 08:24:43.982804,-0.97
2020-01-07 08:24:44.032891,-0.95
2020-01-07 08:24:44.090481,-0.91
2020-01-07 08:24:44.144386,-0.86
2020-01-07 08:24:44.197963,-0.79
2020-01-07 08:24:44.252840,-0.72
2020-01-07 08:24:44.302872,-0.64
2020-01-07 08:24:44.353379,-0.56
2020-01-07 08:24:44.407778,-0.47
2020-01-07 08:24:44.457815,-0.38
2020-01-07 08:24:44.509296,-0.28
2020-01-07 08:24:44.563007,-0.18
2020-01-07 08:24:44.624091,-0.08
2020-01-07 08:24:44.677759,0.05
2020-01-07 08:24:44.732730,0.16
2020-01-07 08:24:44.787700,0.27
2020-01-07 08:24:44.838187,0.36
2020-01-07 08:24:44.892736,0.46
2020-01-07 08:24:44.942820,0.55
2020-01-07 08:24:44.997749,0.64
2020-01-07 08:24:45.052794,0.72
2020-01-07 08:24:45.107801,0.79
2020-01-07 08:24:45.157815,0.85
2020-01-07 08:24:45.212837,0.9
2020-01-07 08:24:45.267779,0.94
2020-01-07 08:24:45.322674,0.97
2020-01-07 08:24:45.372872,0.99
2020-01-07 08:24:45.427681,1.0
2020-01-07 08:24:45.477695,1.0
2020-01-07 08:24:45.527717,0.98
2020-01-07 08:24:45.582697,0.96
2020-01-07 08:24:45.632707,0.92
2020-01-07 08:24:45.682792,0.88
2020-01-07 08:24:45.737671,0.82
2020-01-07 08:24:45.787764,0.76
2020-01-07 08:24:45.842680,0.69
2020-01-07 08:24:45.892812,0.61
2020-01-07 08:24:45.947790,0.53
2020-01-07 08:24:46.002693,0.42
2020-01-07 08:24:46.057656,0.32
2020-01-07 08:24:46.107800,0.22
2020-01-07 08:24:46.157874,0.13
2020-01-07 08:24:46.208951,0.03
2020-01-07 08:24:46.262782,-0.08
2020-01-07 08:24:46.317816,-0.19
2020-01-07 08:24:46.372756,-0.3
2020-01-07 08:24:46.422941,-0.39
2020-01-07 08:24:46.473175,-0.48
2020-01-07 08:24:46.527764,-0.58
2020-01-07 08:24:46.577770,-0.65
2020-01-07 08:24:46.632769,-0.73
2020-01-07 08:24:46.682781,-0.8
2020-01-07 08:24:46.732861,-0.85
2020-01-07 08:24:46.782871,-0.9
2020-01-07 08:24:46.837795,-0.94
2020-01-07 08:24:46.892743,-0.97
2020-01-07 08:24:46.943252,-0.99
2020-01-07 08:24:46.997862,-1.0
2020-01-07 08:24:47.052775,-1.0
2020-01-07 08:24:47.107820,-0.98
2020-01-07 08:24:47.162811,-0.95
2020-01-07 08:24:47.217756,-0.91
2020-01-07 08:24:47.267904,-0.87
2020-01-07 08:24:47.322748,-0.81
2020-01-07 08:24:47.372768,-0.74
2020-01-07 08:24:47.422810,-0.67
2020-01-07 08:24:47.472830,-0.59
